file_path,subset,sample_idx,label,rms_old,kurtosis_old,envelope_kurtosis_old,E_bpfi_old,E_bpfo_old,E_bsf_old,rms_calc,kurtosis_calc,envelope_kurtosis_calc,E_bpfi_harmonic,E_bpfi_weighted,E_bpfo_harmonic,E_bpfo_weighted,E_bsf_harmonic,E_bsf_weighted
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,10,0,0.0707362176546076,2.703141016273622,3.349720769944984,9090.599018996232,10205.287817827875,573.7688901639935,0.1000328433455732,3.3497207699449842,3.3497207699449842,0.01624409041862831,8.506810978169865,0.00907119046595918,8.136414571955973,0.01888556585177715,8.724724753421862
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,11,0,0.0681109082022183,2.6811454828053143,2.9764254774712797,16522.53875717539,16748.954596777923,720.4019625884284,0.09632330399058024,2.976425477471279,2.976425477471279,0.019288607631773647,8.579952053703597,0.004426982686363956,7.868562467751353,0.019854421088613662,8.743641479801974
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,12,0,0.0612866517773645,2.7772803588907693,3.154908511369192,6508.36392040804,6340.482432850393,624.6284713646671,0.08667016404061584,3.1549085113691917,3.1549085113691917,0.013934290325030976,8.24943197141511,0.010602123335192063,8.14418835622392,0.01174816969471546,8.074818267309317
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,13,0,0.0521115487228641,2.9729812878796684,3.815697524518864,7445.237053831503,581.984072270476,1146.0064807070792,0.07369685385888546,3.815697524518864,3.815697524518864,0.009307043982084814,7.747145230750331,0.011874186345655385,7.729456538266314,0.008872058951518503,7.665768656348115
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,14,0,0.0569558019287561,2.8119817609179183,3.5731151110646038,10935.086478452782,784.6020889004648,1418.570781768694,0.08054355064768023,3.5731151110646033,3.5731151110646033,0.012235967799163873,7.9362040043464805,0.006226169513734556,7.601892627522448,0.007062230263519877,7.4730309331195555
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,15,0,0.0555418417735881,3.071209765626552,3.709795279125948,8753.405189754187,7381.904775630095,709.453514011946,0.0785468459313827,3.709795279125948,3.709795279125948,0.010774207335057606,7.941865822761693,0.010045728907421041,7.871010594067656,0.019069733355172213,8.614193222603731
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,16,0,0.0640131413427863,2.7870881499441285,3.225919454745426,12470.528673445177,11351.804671585714,599.8595435141654,0.09052610254806247,3.2259194547454246,3.2259194547454246,0.011602442553214033,8.246657462127713,0.023066761404985942,8.741030119100385,0.014629272276561642,8.44781602456383
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,17,0,0.0516301965688024,3.4236738378785763,4.898768106055167,12392.3268883495,7259.473206873311,854.0539438610149,0.07301556541437139,4.898768106055163,4.898768106055163,0.013263238596172301,8.239999154752958,0.005991121655133032,7.535205549210123,0.011831872070547388,7.921986418587243
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,18,0,0.0429706994361814,3.398074893577732,4.531315328218123,5154.69676260378,810.1006609446906,699.8202842909047,0.06076540263570131,4.531315328218123,4.531315328218123,0.014371188532313152,7.854927456895756,0.00552871016887479,7.1015051096180155,0.00856319277597139,7.37933380709059
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,19,0,0.049872500461782,3.228695049267297,4.047001086285362,10726.951010711862,9786.980703777264,821.2492436362936,0.07052566730399341,4.0470010862853645,4.0470010862853645,0.010133117461162173,7.949414975111866,0.005834994611082433,7.503403777782118,0.012517867570507312,7.913924053468186
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,20,0,0.0480273330609339,3.1561511988435345,3.5946263347216227,8397.283133521756,8328.287704815975,841.9185122833778,0.06791921050454927,3.5946263347216236,3.5946263347216236,0.007628425457782962,7.509647341151439,0.007407363483156134,7.415813960766578,0.012472323449477705,7.812155106452034
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,21,0,0.0467553813340576,3.197057266853045,3.81767932334772,7702.586914685781,6526.901120440394,736.7878486888835,0.06611717892062181,3.8176793233477198,3.8176793233477198,0.007321769659700582,7.537251389866096,0.006524853882098905,7.432080872532854,0.011348268294877617,7.772374895707331
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,22,0,0.0509174500537737,3.305473939910074,4.281752188464353,10329.861440439674,9716.32020971866,707.6335432801428,0.07200778378475231,4.281752188464353,4.281752188464353,0.010891135571191092,8.019499234944773,0.008712075199450088,7.855407125000259,0.010764031477721935,7.84431267879611
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,23,0,0.0485519455000685,3.1421425492870654,4.057093802579606,5929.522522690931,5784.74682718675,656.5128841432506,0.06866066930278816,4.057093802579607,4.057093802579607,0.011478338452894197,7.805926256363676,0.011973290943462077,7.797328495835113,0.01342301806093174,7.9372986600809865
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,24,0,0.0526025633989713,3.0879796669974064,3.8325369343302023,5668.766025033987,1405.9611194546155,611.3385114852442,0.07438890011075187,3.832536934330204,3.832536934330204,0.00812055146189621,7.643085177272646,0.006198288060107888,7.51242792503362,0.009941318352448396,7.691294229482824
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,25,0,0.0544457269361763,3.000220365105137,3.4930701652049163,8698.252537242952,2692.9536483149086,961.1610051200784,0.07699776007336061,3.493070165204916,3.493070165204916,0.011801502730749158,7.918049869242107,0.010521883615441967,7.9367368410042145,0.011322393378230678,7.8709730692083175
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,26,0,0.052834784462388,3.311486449408493,4.528474538237376,10180.89282310692,8011.688621700455,631.473498568272,0.07471931793011231,4.528474538237376,4.528474538237376,0.0161394224079138,8.190824188861802,0.0066271113226894765,7.547514624357117,0.010879661566424994,7.907547869169081
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,29,0,0.0459822029031058,3.2364057326110047,3.976051023090069,10265.133652923272,1046.561575381074,735.9992943003399,0.06502500023896014,3.97605102309007,3.97605102309007,0.007915482210019488,7.550986310049503,0.01163111512729504,7.662494802309194,0.006994984812739047,7.353336663304042
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,30,0,0.0467531785183349,3.390319273647454,4.615577806939143,5614.212341758395,687.718347588597,924.7882644478088,0.06611790046014168,4.615577806939144,4.615577806939144,0.02635022079760794,8.423940890745463,0.006091849114786875,7.322985270854272,0.012579108925301903,7.741826120324503
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,31,0,0.0527407393441796,3.2678293374155727,4.100966504805697,6953.525060893645,5215.230245994142,822.8518412488381,0.07458511743730901,4.100966504805696,4.100966504805696,0.009897355186280649,8.078876994211248,0.0075601330865368525,7.62911016383295,0.010834281370990096,7.902322320758598
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,32,0,0.0557660807714033,3.1973135499799654,3.652423058634486,13088.225560270985,13480.377714273964,725.6840828571209,0.07886237368966341,3.652423058634484,3.652423058634484,0.004926172219510383,7.716810682673527,0.010685819254424632,8.054688641521071,0.008486448525968669,7.828156050249118
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,33,0,0.0600310655575787,2.772008308301488,3.075400592775436,27604.380446745465,793.754717134161,1401.947040439454,0.084894580032158,3.075400592775436,3.075400592775436,0.0034928723868742975,7.287535944794965,0.009027647591237892,7.838049109874568,0.005366640747689533,7.802621905522249
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,34,0,0.0474038015304636,3.435434449429125,4.367033712117449,6287.260615730428,590.9116907025284,832.5013777475731,0.06703605078272863,4.367033712117448,4.367033712117448,0.017723794287802696,8.213477803636701,0.010422884106520201,7.677321954117468,0.01275006503792344,7.773553796207539
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,35,0,0.0555714796699892,3.2478532762019143,3.875069532710715,12449.14168570251,4703.812421956509,853.0635801143588,0.07858914369587874,3.875069532710714,3.875069532710714,0.008580711537045094,7.892575801307936,0.008871719660954855,7.815426016070771,0.01389580252690923,8.13575308815322
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,36,0,0.0445016740060279,3.2373608966305034,4.025709106305728,21781.742628344757,697.4036254169691,1345.4591143660314,0.06293399772878962,4.025709106305728,4.025709106305728,0.010034364052661462,7.76562054755824,0.01102942855880827,7.47758383891822,0.01712130286356971,7.971370483436213
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,37,0,0.0546801235041014,2.9623096386708734,3.6630856059842647,5939.740674167208,467.5276520522976,916.138802766822,0.07732925674129973,3.6630856059842647,3.6630856059842647,0.00977664369944768,7.8181673276274415,0.010111222900596725,7.718698084109018,0.010922765301795435,7.894354819976915
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,38,0,0.0717751539611256,2.738228267352258,3.5113856066196263,7338.245093112528,1124.1393612878408,918.9019554440924,0.10150358319677401,3.511385606619626,3.511385606619626,0.006418103183151714,7.970403141899872,0.008383112474274118,8.240261843093554,0.01251545317609024,8.264455879845656
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,39,0,0.0512965590902158,3.3466505205311305,4.216985327660196,7352.922368017058,3897.924303693937,561.3427022276604,0.07254021192958013,4.216985327660196,4.216985327660196,0.013193805533314952,8.117801724737376,0.008724934589012247,7.81204334392823,0.00875379387061313,7.713763748218744
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,40,0,0.0630544169770777,2.8560646112134327,3.0593743915937037,13794.1437233047,2340.298744172074,951.9916947290096,0.08917171231738842,3.0593743915937033,3.0593743915937033,0.005713732694251253,8.108710613677403,0.008839771433714144,7.892494256904642,0.005010680992192144,7.583661095142757
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,41,0,0.0476150023630716,2.966311077623254,3.2523612676455183,9000.390614354776,876.6973354248282,835.8258400298379,0.06733775454414885,3.252361267645518,3.252361267645518,0.006779956098255428,7.384445216793076,0.010730957849496568,7.594656284139596,0.009948572866419066,7.685037172247241
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,42,0,0.0513172089737197,2.880043284417653,3.1849908793106554,7420.59407504017,746.5847470880875,1044.2010215490698,0.07257158386314413,3.184990879310656,3.184990879310656,0.011348725309331207,7.702974412048613,0.00675026432179635,7.348604115241885,0.007655805314618577,7.571628823733199
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,43,0,0.0531604070835991,3.085698606046392,3.488915912953141,5127.037197302501,1543.9372169770836,809.2377309873143,0.07517968976258753,3.488915912953141,3.488915912953141,0.00746174736540888,7.77174547313984,0.010566077459612336,7.794227249664762,0.010156137575312382,7.725010826803329
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,44,0,0.0550429385603212,3.024933635011875,3.4880378234111515,17499.805804748918,2085.348894401129,502.1127356588965,0.07784223794265209,3.4880378234111515,3.4880378234111515,0.006933929520843079,7.742348279558544,0.014833635762134605,8.123623366053707,0.007293054557913605,7.53084489219907
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,45,0,0.0504098586567196,3.22984195081478,3.9375284345675854,8220.517356108969,1214.7979388443775,620.6591725865535,0.07128930434325267,3.9375284345675867,3.9375284345675867,0.0092096175218073,7.6158373323128545,0.0155694026042949,8.086460666989984,0.007139865198581427,7.550444848270183
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,46,0,0.0465254348140882,3.16500286854541,3.723618215564164,8001.700061440093,1036.036458504745,718.6878255322372,0.06579661040904784,3.7236182155641653,3.7236182155641653,0.00825169091693761,7.527555446384204,0.011930372315118397,7.613494665996501,0.013893410375219633,7.862282513499639
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,47,0,0.0531534836344489,2.997109123409488,3.419663776176577,10430.042547976253,1038.214902110457,653.3278537648242,0.07516913936084776,3.4196637761765776,3.4196637761765776,0.008552226675835228,7.665994912865042,0.01216156440796137,7.957606107100082,0.006290139598744813,7.387373415181801
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,48,0,0.0468373264717038,3.221878466784666,3.698605428922028,16301.080957394512,15535.982960118248,625.2829988686957,0.06623671161548925,3.6986054289220283,3.6986054289220283,0.00569968399671567,7.148569139604294,0.01123514399230414,7.760557508266758,0.007125441416079555,7.477293628042847
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,49,0,0.0481630919560884,3.1376519244773187,3.845836433957131,17973.009423070624,17503.47851241412,662.7292735105852,0.06810870377914949,3.845836433957131,3.845836433957131,0.00794704189645915,7.600059042408032,0.007979511402615843,7.677471483953741,0.008148238707616594,7.5923478262347635
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,50,0,0.0543953564352905,2.9457911738701075,3.1761011708353144,10279.69109952929,1012.8601469540998,589.7986229836682,0.07692664915274033,3.1761011708353144,3.1761011708353144,0.010066492010558783,7.875523125027923,0.017798532627765096,8.17631514996502,0.007604900480930393,7.629467343891398
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,51,0,0.0567920219092042,2.8318161689362498,3.1343974330725834,7840.849965733099,1382.8270890933827,1097.0882559062393,0.08031603338817991,3.1343974330725826,3.1343974330725826,0.009086183316558654,7.703381720335331,0.01613188545020877,8.176389942491156,0.007134765398860304,7.552195853436962
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,52,0,0.046535592482389,3.155991081362776,3.5933050962884163,30613.886251173477,798.3660185901997,904.446805472744,0.06581125482451058,3.593305096288416,3.593305096288416,0.010488681120231047,7.7023580089603545,0.012169144066311149,7.667847455219903,0.012485792687900475,7.785049409115237
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,53,0,0.048468975751209,3.100589616988952,3.4971088467909603,40476.262753158895,817.6944219166467,769.474453724659,0.06854256138013291,3.4971088467909603,3.4971088467909603,0.007228632140154553,7.584625696694179,0.013210451505413248,7.744757938523453,0.012999533288300202,7.958287293956727
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,54,0,0.0480948124236912,3.0848092429419247,3.379816666398064,27131.264333459607,736.6069558573308,868.5051924977208,0.06801535309577614,3.3798166663980638,3.3798166663980638,0.007373553990812885,7.610206281412365,0.015147595595421295,7.84804732623772,0.016172181876412697,8.134416497069035
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,55,0,0.0475601008514382,2.904860352809138,3.2345923964517502,10351.92210708451,700.1577895650161,772.376322118739,0.06725927136682043,3.2345923964517516,3.2345923964517516,0.010249111908792071,7.443870263278013,0.0075526525851037215,7.387558260568902,0.00948907317105935,7.440389196615936
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,56,0,0.0448394345981725,3.157590454488986,3.636785931979993,14035.98873838201,10793.342322236129,966.7426621598174,0.06341248580026165,3.6367859319799924,3.6367859319799924,0.013913395613723326,7.7814235405002306,0.009917157742562232,7.498169264552167,0.006877407838092225,7.271023065435988
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,57,0,0.0450871246645316,3.0695273516464496,3.4556454673110872,9565.0440625927,6738.558940894726,818.3377674570135,0.06376119746887288,3.455645467311088,3.455645467311088,0.006267343906887534,7.092267136770411,0.006921713913758957,7.164629112397581,0.008902076176851317,7.525999242311747
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,58,0,0.051801771376355,2.89807613486589,3.283475029295137,15448.501294554992,720.3463380339081,716.1171044892972,0.07325802622570701,3.283475029295137,3.283475029295137,0.008403952654250516,7.528322200292992,0.011007129512803058,7.696605483386462,0.011954493972534697,7.787249501073273
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,59,0,0.0412137689922409,3.312325201398622,4.226636525427781,8239.498753526184,706.303806873117,751.4921355904722,0.05828489383874153,4.226636525427781,4.226636525427781,0.01300221130903807,7.675461436657812,0.01209193938302099,7.446276726696318,0.009237442215536127,7.400032274244095
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,60,0,0.0557119050450783,3.105786080758613,3.709727784555517,11685.83008654437,5618.902714109363,586.4873367665746,0.07878831643081387,3.7097277845555165,3.7097277845555165,0.013718560813267264,8.12863963479136,0.007469850157631289,7.820423193562766,0.006106460902752262,7.513209390511563
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,61,0,0.047735583909683,3.4023689006157367,4.421269221969216,16901.888320436155,16180.065625076692,862.8682660100623,0.06750739616428067,4.421269221969216,4.421269221969216,0.009433984079859643,7.640262285714259,0.008948694934627147,7.626236617626426,0.013216811681936906,7.92790224239525
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,64,0,0.0378681029367957,3.488701435676225,5.050998742815133,2849.426467278021,2287.8936899298237,1281.2693490284462,0.053553505591392554,5.050998742815133,5.050998742815133,0.015409737281712582,7.730586906442091,0.009302942469967613,7.2731829814547435,0.012440502992770166,7.456055479177031
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,65,0,0.0638616357976769,2.8759141993009947,3.228258916023157,7463.174084130036,10488.808241945731,560.8281616031845,0.0903139830359835,3.2282589160231576,3.2282589160231576,0.007446643266825957,7.8051354024914374,0.007591767335213294,8.155237540358629,0.010356774063556883,8.172480767192631
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,66,0,0.0708562420698486,2.7253780785121005,3.0041839362539737,7430.094905455566,9184.122192947016,734.1845109622702,0.10020489813100743,3.004183936253975,3.004183936253975,0.0065374395731571415,7.8171776800323665,0.011305708468253827,8.431480391542427,0.014379876673179588,8.518956569906566
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,67,0,0.0685658934109136,2.7199190671190143,2.9804476481861424,4887.383426133357,9701.742591557764,570.6188816075007,0.0969663075540343,2.9804476481861424,2.9804476481861424,0.008387615169760403,7.983543725213027,0.011773089136281775,8.330268832972633,0.00996019666348883,8.294729334206083
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,68,0,0.0512202000507515,3.101917091251319,3.665747686417879,20647.30257145392,20893.8074844002,791.8132724294984,0.07243600861252897,3.665747686417879,3.665747686417879,0.009121637454685336,7.769775141554722,0.012324080027463926,7.890503811622397,0.007243158699956854,7.769580711079479
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,69,0,0.0647583846615846,2.7896839889108063,3.2344759688366524,8800.082058107813,2405.086155012476,787.9194757530702,0.0915815182760297,3.2344759688366524,3.2344759688366524,0.01000726544028086,8.027453718715973,0.010969192582110269,8.371665507054317,0.008569819483219334,7.906235724786717
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,70,0,0.0447806418490262,3.545837560827532,4.878988099456725,4819.177174138442,1147.3737634497388,1632.4371230099623,0.0633292507775269,4.878988099456725,4.878988099456725,0.0163867157006181,8.225725823398498,0.009469018220670289,7.4409425925512185,0.008140840331971863,7.510232576048924
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,72,0,0.0500086738079931,3.182351295964544,3.569572112619595,13535.766403090456,13361.800410403208,868.9069736285112,0.07072089932041574,3.569572112619595,3.569572112619595,0.009433920941234963,7.660964411251078,0.009713392311989855,7.679388488599058,0.007482671333145578,7.629208185735962
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,73,0,0.0680547009851346,2.5451194268791646,3.501476179003085,5831.425078288736,802.9552441242669,804.989397941475,0.0962411937185338,3.5014761790030846,3.5014761790030846,0.023242827908830938,8.63515846371083,0.009787488013744662,7.94643242202178,0.012975299154381587,8.126158386471497
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,74,0,0.0509158034905423,3.326653551082382,3.9401110510410335,12888.418116273644,11977.17479925734,717.4413273662412,0.07200527621267573,3.9401110510410335,3.9401110510410335,0.00989066236740264,7.90815325583814,0.009900459020055994,7.814334784285142,0.009721822525051835,7.764655739281058
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,75,0,0.0503241996324665,3.239922407763961,4.129350650138166,11369.702938661449,11056.733736892009,692.4432441787062,0.07116496144266615,4.129350650138166,4.129350650138166,0.00596019650753232,7.482802325921498,0.00740448857839328,7.599110570950501,0.009580248635637202,7.880739536946054
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,76,0,0.0588743577010109,2.8125274759168466,3.5469786180277385,6835.846850144579,851.6894604332888,812.3213225252972,0.08326019876864313,3.5469786180277385,3.5469786180277385,0.01399635523899417,8.107330482455403,0.00826927786268976,7.845328908540017,0.012782213208014126,8.012669865939221
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,77,0,0.0513449368509171,3.2831393014056527,3.878979258437492,14559.70639577888,14793.175603010242,539.6046288425141,0.07261144883566505,3.878979258437492,3.878979258437492,0.011645045528107845,7.987233588109093,0.007261892043365284,7.620161532672436,0.008900890822555891,7.907991371523904
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,78,0,0.0696345521306996,2.727497382094649,3.349392074630173,2713.2460822561843,6473.525530221086,733.7611137461644,0.09847798986643487,3.3493920746301735,3.3493920746301735,0.006822335256815648,7.7796140436038534,0.010718061813975192,8.211198155196117,0.01662914760225201,8.587336910863133
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,79,0,0.0476237015466551,3.1358938465684245,3.7449916725873926,12419.222059291447,11414.3948837971,703.8790449851119,0.06734563715707834,3.7449916725873926,3.7449916725873926,0.00905471222884586,7.551021573498678,0.014074062730518753,7.90327274647095,0.007908175629608848,7.609143117562914
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,80,0,0.0499322371102796,3.150757748198612,3.657090010613501,23222.386361545163,25083.65042122832,621.1648138062376,0.07061483785240241,3.6570900106135014,3.6570900106135014,0.011681813784668489,7.932690558272238,0.010470698396420496,7.787906578533493,0.006976312939921126,7.776650187614293
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,81,0,0.0525652662195965,3.2250371224816043,3.801669313232373,6266.443043408639,9629.65507823704,909.2206697939756,0.07433777973390812,3.801669313232373,3.801669313232373,0.009993771198302663,7.8340578741508775,0.011116418791531489,7.990654835731229,0.013308863264079098,8.034560821817042
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,82,0,0.0537265676324776,3.3448727693407725,4.214934522748795,15487.759651202356,17576.33587819622,596.4868806296538,0.07598080612663641,4.214934522748795,4.214934522748795,0.013886518512074692,8.18870973572915,0.01085387730217532,7.979799503260073,0.012772802829569375,8.099787021692643
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,83,0,0.0610724445452266,3.125658191308458,3.8920891072995736,7171.269077165748,11085.37642905068,519.1321643749465,0.0863667998411144,3.8920891072995722,3.8920891072995722,0.009280164321290406,8.00882071267154,0.010652265698554661,8.139918130230537,0.020767555002176665,8.7181620252364
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,84,0,0.0603110707500059,2.8739797776365803,3.378813318910088,7330.524273839955,10244.288364732924,633.228596609579,0.0852895823653075,3.378813318910088,3.378813318910088,0.009805889864414349,7.960434598476279,0.018283224574552028,8.347841797636352,0.01024916611021422,8.150656397533616
/home/teaching/Hackathon_dl/SCA bearing dataset/1/test.mat,FS,85,0,0.0495230934159134,3.3246667884135643,3.907349272696279,7302.049164784852,7628.519029402915,655.0708022531212,0.07003615419021425,3.9073492726962797,3.9073492726962797,0.010004205129090836,7.768078104239015,0.014074470701742772,8.072644932135931,0.00872500015368939,7.597493239585903
